7215 , Christopher , Castaneda , 193 , 89 , SF , 37 , 5.78 , 7.8 , 2.64 , 2.11 , 1.79 , 1.49
7264 , Michael , Griffin , 197 , 101 , PF , 43 , 30.53 , 5.76 , 5.58 , 4.45 , 4.96 , 2.94
8781 , Timothy , Munoz , 182 , 119 , PG , 41 , 3.51 , 5.78 , 4.2 , 3.26 , 4.35 , 3.66
2893 , Darren , Barker , 198 , 97 , PG , 34 , 14.39 , 14.87 , 2.43 , 3.35 , 2.97 , 2.45
4805 , Johnathan , Carter , 179 , 118 , PG , 35 , 15.76 , 5.34 , 5.26 , 4.99 , 2.32 , 3.01
3319 , Brittany , Norton , 199 , 84 , PG , 29 , 25.36 , 13.45 , 12.28 , 3.48 , 3.46 , 4.43
2939 , Heather , Lewis , 179 , 98 , PF , 39 , 13.96 , 10.21 , 5.77 , 3.06 , 3.59 , 1.29
8563 , William , Anderson , 212 , 113 , SF , 24 , 34.76 , 3.29 , 6.83 , 1.36 , 2.24 , 4.17
5836 , Marilyn , Harper , 184 , 98 , SF , 22 , 33.81 , 4.26 , 3.35 , 3.55 , 3.55 , 3.36
4150 , James , Edwards , 200 , 99 , SF , 47 , 6.17 , 7.77 , 6.3 , 2.55 , 2.09 , 4.61
6080 , Mrs. , Medina , 182 , 95 , SG , 49 , 20.56 , 10.27 , 8.39 , 3.86 , 2.42 , 2.23
7527 , Jack , Bryant , 171 , 84 , PG , 36 , 16.22 , 14.54 , 11.83 , 1.61 , 4.35 , 2.68
4288 , Sherri , Lee , 190 , 91 , SG , 34 , 17.48 , 12.63 , 2.71 , 2.81 , 3.12 , 1.98
9920 , Sean , Boone , 183 , 87 , SF , 42 , 20.97 , 5.3 , 2.12 , 1.77 , 4.35 , 2.52
4589 , Nicole , Ramsey , 203 , 96 , PG , 41 , 31.63 , 2.76 , 3.49 , 4.38 , 1.43 , 1.96
6484 , Jacqueline , Flowers , 172 , 114 , PG , 46 , 5.23 , 9.64 , 3.22 , 4.35 , 4.36 , 3.58
2142 , Richard , Carrillo , 197 , 99 , C , 19 , 39.65 , 6.38 , 11.1 , 1.34 , 3.19 , 4.64
9456 , Michael , Kelly , 199 , 115 , PF , 43 , 22.22 , 12.86 , 5.47 , 4.6 , 1.1 , 4.18
8042 , Chelsea , Flores , 203 , 119 , C , 35 , 39.63 , 4.08 , 5.89 , 4.2 , 3.99 , 3.1
9011 , Joseph , Gonzalez , 219 , 82 , PG , 36 , 26.36 , 6.09 , 4.44 , 1.33 , 1.49 , 1.17
3857 , James , Arellano , 221 , 89 , C , 22 , 24.51 , 2.88 , 12.59 , 3.13 , 1.71 , 4.31
9262 , Brett , Morgan , 225 , 102 , SG , 32 , 33.46 , 1.27 , 2.73 , 2.83 , 2.82 , 2.3
3861 , Tara , Compton , 180 , 96 , PG , 18 , 12.13 , 11.58 , 6.2 , 1.68 , 1.08 , 3.49
3186 , Kyle , Howe , 192 , 98 , PF , 24 , 24.91 , 6.21 , 5.27 , 1.16 , 2.21 , 4.49
6003 , Brittney , Wallace , 209 , 115 , PG , 18 , 12.65 , 13.21 , 4.78 , 4.75 , 1.23 , 2.27
2147 , Gabrielle , Jennings , 229 , 114 , SF , 31 , 35.49 , 2.22 , 12.5 , 3.44 , 3.97 , 4.97
1200 , David , Hall , 213 , 101 , PF , 35 , 31.39 , 7.12 , 11.94 , 2.27 , 1.21 , 4.84
7051 , Tammy , Wallace , 226 , 100 , SF , 48 , 36.16 , 13.04 , 8.45 , 4.3 , 3.68 , 2.97
7596 , Penny , Sanchez , 221 , 90 , SF , 50 , 8.89 , 13.67 , 7.41 , 2.56 , 2.34 , 1.76
6384 , Michelle , Schwartz , 228 , 88 , SG , 28 , 21.68 , 11.04 , 12.83 , 1.46 , 3.6 , 1.85
35 , Erin , Fleming , 186 , 119 , C , 22 , 13.79 , 14.83 , 9.21 , 3.07 , 2.74 , 2.57
6951 , Randy , Bennett , 182 , 90 , SG , 29 , 26.35 , 3.02 , 7.5 , 1.67 , 2.3 , 3.35
707 , Chad , Burke , 180 , 82 , PF , 32 , 19.4 , 12.93 , 9.9 , 1.56 , 4.65 , 4.43
3684 , Tiffany , Jackson , 199 , 118 , PG , 32 , 6.8 , 14.69 , 6.95 , 4.64 , 1.59 , 2.1
2322 , Crystal , Cabrera , 205 , 118 , PF , 33 , 21.46 , 9.83 , 4.0 , 2.57 , 3.19 , 4.66
8159 , Kristina , Castro , 204 , 116 , PF , 19 , 17.63 , 1.58 , 10.98 , 1.5 , 1.8 , 2.74
7292 , Daniel , Stone , 225 , 115 , PF , 29 , 27.22 , 10.41 , 1.22 , 1.49 , 3.13 , 2.61
4156 , Corey , Cox , 205 , 93 , C , 23 , 18.12 , 13.9 , 11.08 , 3.14 , 1.35 , 1.7
2617 , Michael , Hahn , 188 , 84 , C , 28 , 36.72 , 1.36 , 5.01 , 4.84 , 1.6 , 1.32
6774 , Kelly , Elliott , 187 , 103 , C , 34 , 12.88 , 6.01 , 12.0 , 3.34 , 2.75 , 4.19
4116 , Kevin , Montes , 176 , 107 , PG , 44 , 15.49 , 4.92 , 5.34 , 1.43 , 2.31 , 1.92
5744 , Olivia , Rodriguez , 190 , 96 , C , 48 , 19.6 , 1.06 , 2.02 , 1.03 , 1.91 , 4.73
3326 , Scott , Buchanan , 213 , 114 , PG , 43 , 35.52 , 11.71 , 5.64 , 1.27 , 4.56 , 4.87
6140 , Crystal , Leonard , 208 , 108 , PG , 28 , 27.82 , 11.42 , 10.92 , 2.25 , 2.19 , 3.91
8525 , Jordan , Williams , 173 , 80 , SF , 30 , 13.3 , 6.49 , 4.75 , 3.85 , 1.7 , 1.54
2244 , Amanda , Dean , 174 , 106 , PG , 26 , 4.08 , 5.61 , 5.58 , 2.27 , 2.1 , 1.3
9887 , Stephanie , Butler , 191 , 101 , C , 19 , 5.21 , 6.93 , 4.2 , 1.24 , 1.54 , 4.71
3893 , Kelly , Blevins , 215 , 119 , PG , 18 , 29.8 , 4.17 , 2.31 , 4.94 , 3.74 , 3.89
8132 , Susan , Obrien , 179 , 81 , PG , 41 , 21.88 , 2.23 , 3.52 , 4.87 , 3.49 , 1.36
3468 , Jessica , Davis , 175 , 115 , PG , 40 , 33.74 , 3.59 , 8.52 , 3.88 , 2.35 , 1.4
697 , Sandra , Rose , 217 , 89 , SF , 37 , 18.35 , 2.59 , 1.74 , 2.89 , 1.2 , 3.94
9517 , Mary , Rodriguez , 219 , 100 , PF , 18 , 38.11 , 3.32 , 6.06 , 2.66 , 1.29 , 4.44
9686 , Erin , Holmes , 172 , 111 , PG , 24 , 39.4 , 1.84 , 11.72 , 4.86 , 4.11 , 3.32
633 , Evan , May , 211 , 113 , PG , 48 , 20.42 , 6.99 , 3.92 , 2.9 , 1.53 , 1.79
5887 , Nicholas , Jones , 170 , 109 , PF , 39 , 7.68 , 14.63 , 10.73 , 2.12 , 3.38 , 4.12
9552 , Joanne , Bishop , 183 , 89 , PF , 29 , 33.3 , 1.31 , 6.92 , 4.25 , 3.58 , 4.49
9337 , Matthew , Adams , 208 , 106 , SF , 45 , 7.39 , 13.74 , 11.71 , 4.62 , 3.2 , 2.27
5592 , Nicole , Johnson , 181 , 108 , SG , 29 , 1.83 , 13.99 , 2.24 , 4.8 , 4.16 , 2.03
2984 , Gail , Townsend , 215 , 106 , SF , 36 , 18.64 , 9.78 , 6.48 , 3.63 , 3.78 , 1.02
4838 , Patty , Grant , 210 , 113 , SG , 25 , 21.9 , 8.58 , 2.74 , 1.78 , 4.58 , 1.25
3160 , Michael , Bryant , 227 , 87 , SG , 45 , 15.98 , 9.71 , 1.36 , 2.79 , 4.19 , 2.54
2694 , Gregory , Johnson , 181 , 102 , PG , 21 , 8.78 , 6.59 , 4.23 , 4.71 , 3.2 , 2.51
9097 , Ian , Moore , 182 , 105 , C , 31 , 13.48 , 2.52 , 2.88 , 3.9 , 3.41 , 4.5
1839 , Kristina , Potter , 224 , 92 , PG , 28 , 25.43 , 8.57 , 2.1 , 3.3 , 2.73 , 4.02
3695 , Sara , Weber , 194 , 103 , PF , 25 , 20.69 , 9.39 , 7.6 , 3.44 , 2.73 , 3.72
2741 , Michelle , Taylor , 179 , 97 , SG , 48 , 18.45 , 10.51 , 10.69 , 2.14 , 1.82 , 3.76
1132 , Karen , Thomas , 196 , 119 , SF , 26 , 4.38 , 14.59 , 11.27 , 3.06 , 3.59 , 2.23
7031 , Willie , Collins , 179 , 82 , SG , 18 , 25.12 , 12.68 , 9.55 , 4.03 , 3.44 , 1.17
9750 , Mark , Wood , 192 , 86 , PG , 18 , 7.83 , 9.28 , 8.47 , 4.39 , 3.46 , 1.71
9112 , Gregory , Johnson , 222 , 111 , PG , 41 , 39.78 , 9.32 , 1.43 , 4.76 , 4.34 , 2.45
8901 , Chelsey , Rhodes , 219 , 105 , SG , 32 , 36.51 , 12.11 , 6.03 , 4.05 , 3.72 , 1.47
636 , Emily , Boyle , 188 , 110 , SF , 26 , 37.21 , 11.86 , 10.89 , 3.51 , 4.52 , 4.91
7202 , Joseph , Lee , 174 , 94 , PF , 22 , 31.86 , 11.44 , 10.22 , 3.33 , 1.49 , 4.41
5620 , Emily , Price , 177 , 117 , SG , 24 , 11.47 , 7.73 , 9.11 , 3.58 , 2.29 , 2.67
1518 , Megan , Gibson , 227 , 107 , PF , 29 , 27.7 , 3.61 , 7.5 , 3.95 , 1.99 , 2.23
8627 , Jordan , Gibson , 227 , 109 , PF , 34 , 20.29 , 4.78 , 11.48 , 4.46 , 3.11 , 3.07
48 , Sandra , Schaefer , 184 , 92 , PG , 38 , 1.41 , 9.08 , 10.01 , 3.02 , 3.51 , 1.47
2072 , Lee , Edwards , 199 , 91 , SG , 41 , 19.46 , 9.59 , 8.85 , 4.94 , 1.48 , 3.17
5088 , Lori , Thompson , 178 , 112 , SG , 45 , 29.18 , 6.67 , 6.85 , 2.47 , 2.47 , 3.84
1990 , Peter , Henry , 211 , 119 , SG , 40 , 24.94 , 8.32 , 6.57 , 1.7 , 3.59 , 2.78
6685 , Sarah , Anderson , 192 , 114 , PG , 50 , 29.47 , 6.84 , 7.51 , 4.81 , 4.21 , 1.58
4939 , Lauren , Watson , 213 , 119 , SF , 38 , 31.61 , 8.11 , 6.18 , 1.56 , 2.21 , 3.36
4406 , Kevin , Johnston , 202 , 106 , SG , 18 , 4.38 , 4.14 , 7.7 , 4.53 , 2.71 , 4.85
9257 , Toni , Hodge , 186 , 86 , SF , 31 , 33.74 , 6.29 , 4.36 , 2.78 , 3.45 , 1.88
9785 , Carl , Smith , 176 , 117 , PG , 38 , 22.86 , 3.24 , 11.33 , 2.72 , 3.17 , 4.54
1268 , Christine , Coleman , 178 , 110 , PG , 49 , 34.85 , 8.99 , 5.61 , 4.4 , 4.7 , 3.92
7698 , Mrs. , Turner , 199 , 99 , SG , 44 , 29.48 , 4.7 , 9.09 , 3.33 , 3.05 , 4.83
8552 , Kelsey , Scott , 218 , 105 , PF , 42 , 14.33 , 1.44 , 11.75 , 1.83 , 1.03 , 1.36
6007 , Melinda , Cooper , 202 , 94 , PF , 50 , 26.9 , 2.42 , 12.16 , 4.49 , 4.23 , 4.6
586 , Lisa , Stanley , 223 , 97 , SG , 19 , 11.64 , 12.03 , 10.84 , 2.44 , 1.75 , 1.04
93 , Kelly , Adams , 214 , 112 , SG , 38 , 2.76 , 12.24 , 12.45 , 4.12 , 2.66 , 2.97
5237 , Jamie , Holland , 208 , 109 , SF , 45 , 21.37 , 11.23 , 5.59 , 4.92 , 3.1 , 4.24
5484 , Rachel , Love , 210 , 103 , PF , 43 , 20.71 , 6.72 , 9.18 , 1.52 , 4.3 , 3.19
2540 , Matthew , Hancock , 209 , 112 , PG , 26 , 22.83 , 1.17 , 7.71 , 1.23 , 3.11 , 1.89
8135 , Barbara , Scott , 208 , 97 , SG , 28 , 1.55 , 1.7 , 7.31 , 1.28 , 2.01 , 2.52
9171 , Richard , Lambert , 174 , 106 , SF , 41 , 28.84 , 9.14 , 8.83 , 4.61 , 1.38 , 3.03
8728 , John , Dyer , 186 , 118 , SG , 47 , 26.36 , 8.21 , 1.88 , 3.47 , 2.45 , 3.26
8465 , Christine , Lam , 230 , 100 , C , 42 , 3.0 , 11.87 , 10.16 , 4.56 , 3.7 , 1.15
7769 , Margaret , Cooke , 212 , 107 , SG , 36 , 25.21 , 1.15 , 7.76 , 3.68 , 2.44 , 4.32
3654 , Amy , West , 217 , 83 , SG , 36 , 35.88 , 4.18 , 9.46 , 3.2 , 2.68 , 2.6
3395 , Stephanie , Obrien , 211 , 97 , C , 40 , 4.93 , 2.11 , 7.29 , 1.43 , 3.82 , 1.03
4858 , Regina , Morgan , 199 , 82 , PF , 22 , 20.6 , 11.67 , 1.03 , 3.2 , 3.57 , 1.77
520 , Vanessa , Johnson , 206 , 84 , PG , 26 , 19.51 , 3.22 , 12.82 , 2.37 , 4.19 , 2.51
6163 , James , Bates , 191 , 91 , C , 45 , 1.94 , 3.38 , 8.28 , 1.44 , 1.29 , 2.53
8214 , Gail , Bates , 173 , 85 , SF , 37 , 18.69 , 7.16 , 12.18 , 1.45 , 2.81 , 2.04
2573 , Wayne , Hunter , 226 , 83 , PF , 29 , 32.64 , 2.32 , 12.65 , 3.22 , 4.0 , 3.06
2398 , Laura , Freeman , 212 , 99 , SF , 27 , 24.6 , 10.39 , 5.23 , 3.26 , 2.44 , 2.67
4232 , Debra , Thomas , 203 , 86 , SG , 20 , 27.13 , 14.72 , 2.84 , 4.93 , 2.91 , 3.25
6969 , Sheila , Wilkerson , 228 , 111 , SF , 50 , 31.55 , 4.56 , 3.79 , 4.91 , 2.06 , 1.41
3525 , Kent , Copeland , 229 , 84 , C , 31 , 37.05 , 3.62 , 7.55 , 2.38 , 2.69 , 2.55
4236 , Frank , Wright , 207 , 118 , SG , 20 , 20.37 , 13.07 , 6.34 , 2.09 , 2.57 , 1.56
6960 , Brendan , Wyatt , 200 , 109 , SF , 29 , 25.55 , 10.72 , 3.14 , 4.79 , 2.24 , 1.43
9633 , Michele , Ibarra , 176 , 114 , SG , 36 , 25.35 , 8.86 , 5.21 , 4.35 , 3.06 , 4.3
3862 , Marie , Curtis , 217 , 101 , SF , 40 , 12.49 , 5.02 , 7.87 , 3.56 , 1.83 , 4.96
5825 , John , Woodard , 230 , 107 , PF , 37 , 5.3 , 11.47 , 11.65 , 4.15 , 4.76 , 4.79
4001 , Joseph , Moore , 207 , 91 , PF , 50 , 16.16 , 6.51 , 2.56 , 1.58 , 2.26 , 3.2
9700 , Benjamin , Murray , 178 , 83 , C , 41 , 8.93 , 11.87 , 5.82 , 4.14 , 1.66 , 2.21
4708 , Michael , Jones , 174 , 116 , PG , 36 , 26.82 , 1.01 , 2.9 , 4.98 , 3.19 , 3.05
7010 , Amanda , Hernandez , 177 , 111 , C , 42 , 13.1 , 4.8 , 1.88 , 2.22 , 3.05 , 2.79
3339 , Michael , Griffin , 170 , 101 , PF , 24 , 26.91 , 10.08 , 3.34 , 4.12 , 4.38 , 1.53
5747 , Taylor , Shepherd , 179 , 83 , PG , 48 , 28.32 , 14.13 , 7.31 , 2.02 , 3.94 , 4.72
6970 , Amy , Villanueva , 184 , 104 , PF , 28 , 32.22 , 1.72 , 10.68 , 1.97 , 1.51 , 1.19
624 , Rhonda , Holt , 199 , 92 , C , 47 , 22.14 , 6.31 , 2.34 , 3.75 , 1.58 , 2.41
5192 , Eric , Phillips , 183 , 81 , SG , 22 , 33.7 , 3.46 , 12.53 , 2.49 , 4.24 , 4.83
6514 , Jerry , Graham , 219 , 89 , C , 19 , 9.62 , 7.2 , 10.07 , 3.59 , 2.11 , 2.4
7547 , Evan , Thompson , 221 , 120 , PF , 21 , 22.27 , 13.74 , 9.24 , 3.78 , 4.69 , 1.05
1421 , David , Mitchell , 228 , 112 , PG , 49 , 3.62 , 10.7 , 5.51 , 1.52 , 4.63 , 2.06
1123 , Kimberly , Perez , 199 , 87 , C , 37 , 7.41 , 10.87 , 10.89 , 3.61 , 2.23 , 2.76
747 , Heather , Sheppard , 171 , 97 , C , 24 , 33.4 , 8.34 , 9.87 , 2.85 , 2.68 , 1.13
9827 , Joyce , Jones , 223 , 80 , SG , 31 , 28.89 , 4.03 , 8.56 , 3.72 , 2.13 , 2.51
67 , Larry , Jones , 226 , 96 , SG , 21 , 7.86 , 9.14 , 7.55 , 3.6 , 4.98 , 4.52
5019 , Crystal , Potter , 175 , 89 , PF , 26 , 30.83 , 8.15 , 5.42 , 2.33 , 4.42 , 4.4
3119 , Lauren , Garcia , 209 , 97 , C , 43 , 16.19 , 13.54 , 3.55 , 2.71 , 2.17 , 3.36
7364 , Jessica , Taylor , 185 , 103 , SG , 48 , 7.09 , 1.73 , 1.85 , 4.28 , 4.12 , 3.8
7876 , Valerie , Mason , 216 , 119 , PG , 26 , 3.77 , 8.31 , 8.95 , 4.09 , 4.22 , 4.81
9087 , Stephen , Gates , 226 , 102 , PG , 22 , 14.69 , 3.88 , 9.16 , 1.62 , 4.92 , 4.69
9929 , Charles , Lewis , 176 , 119 , PF , 37 , 8.06 , 3.81 , 9.58 , 2.76 , 3.82 , 1.84
5453 , Emily , Brown , 206 , 110 , C , 36 , 1.39 , 6.1 , 4.6 , 1.62 , 3.36 , 2.31
1004 , Mario , Johnson , 172 , 92 , C , 40 , 32.66 , 12.39 , 11.96 , 1.99 , 4.75 , 2.7
4742 , Kim , Newman , 212 , 99 , C , 30 , 11.61 , 4.93 , 6.23 , 2.37 , 3.91 , 4.46
8651 , Stephanie , Lawrence , 212 , 113 , PG , 21 , 34.5 , 7.5 , 5.08 , 4.05 , 3.94 , 2.1
7126 , Eric , Hardy , 213 , 115 , SG , 30 , 23.41 , 1.7 , 5.32 , 2.69 , 3.1 , 1.75
9913 , Justin , Barajas , 184 , 104 , SG , 50 , 13.45 , 1.51 , 3.9 , 2.68 , 3.47 , 1.27
2430 , Tami , Wright , 226 , 111 , PG , 23 , 7.2 , 3.89 , 7.35 , 2.06 , 3.23 , 3.76
861 , Joseph , Stanley , 170 , 93 , PG , 33 , 36.82 , 1.79 , 2.18 , 2.36 , 2.45 , 3.71
1833 , Robert , Vance , 230 , 108 , PF , 27 , 13.95 , 4.1 , 1.76 , 1.27 , 4.45 , 4.46
6038 , Eric , Mitchell , 193 , 103 , C , 32 , 27.09 , 3.3 , 9.79 , 3.14 , 4.39 , 1.99
2560 , Lisa , Pugh , 223 , 92 , SF , 44 , 18.46 , 14.09 , 12.5 , 4.01 , 4.39 , 2.51
3576 , Amy , Williams , 217 , 87 , SG , 26 , 15.22 , 12.88 , 3.28 , 3.34 , 4.79 , 3.98
5045 , Molly , Clay , 218 , 91 , SG , 29 , 15.52 , 8.86 , 10.66 , 1.95 , 3.16 , 3.98
4970 , Rachel , Martinez , 214 , 111 , PF , 34 , 19.31 , 1.82 , 2.41 , 4.73 , 4.68 , 2.13
6362 , Gregory , Brady , 208 , 92 , PF , 30 , 9.01 , 1.63 , 11.39 , 4.09 , 4.82 , 2.48
4766 , Jaclyn , White , 216 , 83 , SF , 22 , 30.55 , 9.78 , 6.3 , 3.6 , 3.85 , 2.94
546 , Adrian , Peterson , 187 , 115 , PF , 24 , 1.74 , 9.58 , 9.56 , 2.66 , 2.73 , 2.73
5695 , Marisa , White , 221 , 115 , PF , 45 , 21.73 , 11.75 , 6.46 , 4.71 , 2.13 , 3.23
2101 , Teresa , Woodward , 204 , 118 , C , 34 , 4.88 , 12.19 , 11.22 , 1.73 , 4.28 , 1.38
1632 , Teresa , Moreno , 179 , 114 , PG , 33 , 26.59 , 13.74 , 10.89 , 1.38 , 4.72 , 4.75
5915 , Thomas , Coleman , 211 , 96 , C , 43 , 4.64 , 1.78 , 5.14 , 2.94 , 3.43 , 1.06
9940 , Amy , Sara , 217 , 85 , SG , 27 , 17.81 , 3.15 , 5.96 , 3.36 , 1.56 , 4.48
7239 , Terry , Moreno , 229 , 92 , SF , 18 , 9.49 , 4.51 , 8.3 , 4.52 , 2.58 , 3.2
9588 , Cody , Bradford , 200 , 111 , C , 42 , 19.77 , 3.5 , 7.42 , 3.33 , 1.63 , 1.49
9556 , Rebecca , Hill , 210 , 94 , PG , 39 , 3.72 , 5.31 , 6.13 , 3.42 , 2.8 , 2.05
7114 , Carol , Jackson , 172 , 87 , PG , 39 , 26.45 , 8.02 , 5.81 , 2.28 , 4.85 , 2.13
713 , William , Brown , 203 , 111 , PF , 39 , 4.55 , 12.9 , 11.59 , 3.3 , 3.13 , 4.13
5751 , Sarah , Wilson , 192 , 81 , PF , 38 , 38.31 , 7.55 , 5.07 , 4.53 , 4.62 , 2.76
8766 , Lisa , Tucker , 217 , 94 , SG , 50 , 30.69 , 1.87 , 4.38 , 4.88 , 4.21 , 3.2
4841 , Jimmy , Jones , 201 , 84 , SG , 37 , 36.73 , 11.06 , 12.12 , 4.39 , 3.38 , 2.61
2119 , Tyler , Mccullough , 176 , 84 , PG , 31 , 31.37 , 5.48 , 4.47 , 4.86 , 2.32 , 1.69
805 , Jessica , Gonzalez , 184 , 95 , C , 39 , 11.44 , 10.51 , 8.19 , 3.67 , 1.65 , 4.12
5287 , Elizabeth , Weber , 176 , 90 , PF , 24 , 29.32 , 9.6 , 9.52 , 4.98 , 1.83 , 2.02
2730 , Brooke , Garcia , 202 , 96 , PF , 32 , 33.65 , 3.06 , 4.45 , 2.8 , 3.19 , 2.86
8935 , Sierra , Johnson , 227 , 120 , C , 31 , 36.98 , 14.85 , 1.52 , 2.15 , 4.94 , 1.41
2058 , Michael , Hernandez , 194 , 91 , SF , 49 , 26.95 , 7.41 , 11.41 , 4.87 , 4.54 , 2.24
80 , Gregory , Martinez , 210 , 107 , SF , 45 , 14.82 , 1.29 , 9.58 , 3.03 , 1.07 , 3.65
4065 , Derek , Gonzales , 188 , 116 , SG , 28 , 16.69 , 14.09 , 3.63 , 1.2 , 1.23 , 2.95
2453 , Veronica , Bray , 186 , 86 , SG , 48 , 5.02 , 10.22 , 8.92 , 1.55 , 2.91 , 2.01
1469 , Eric , Moore , 203 , 103 , PF , 41 , 16.22 , 4.22 , 9.69 , 2.94 , 1.57 , 2.11
7846 , Brandon , Reyes , 194 , 97 , PG , 22 , 7.27 , 8.7 , 9.57 , 1.02 , 3.75 , 1.79
6089 , Hannah , Harris , 201 , 110 , SG , 18 , 12.44 , 12.77 , 2.07 , 2.23 , 1.01 , 1.62
1152 , Rachel , Fernandez , 214 , 85 , PF , 31 , 1.42 , 2.34 , 12.7 , 1.36 , 2.2 , 3.77
5652 , Barbara , Ali , 210 , 101 , PF , 24 , 2.13 , 5.68 , 3.0 , 1.52 , 1.25 , 4.64
