7335 , 22 , 1974-10-26 02:16:02 , Lakers
1762 , 23 , 1975-05-05 22:21:40 , Lakers
4239 , 20 , 1996-11-23 19:39:53 , Lakers
2850 , 28 , 1984-07-28 17:27:06 , Lakers
1789 , 20 , 1973-04-01 11:12:34 , Lakers
2895 , 23 , 1989-06-21 21:16:48 , Lakers
229 , 29 , 1972-08-02 08:39:41 , Lakers
9632 , 21 , 1984-12-06 00:11:02 , Lakers
8200 , 25 , 2004-06-25 11:10:24 , Lakers
2782 , 28 , 1975-12-19 23:52:33 , Lakers
4764 , 28 , 2017-08-05 08:46:04 , Lakers
7536 , 22 , 1991-07-28 17:31:51 , Lakers
1196 , 20 , 1990-10-19 08:09:23 , Lakers
6432 , 25 , 2001-05-12 02:17:19 , Lakers
9403 , 30 , 1974-07-05 02:18:08 , Lakers
422 , 24 , 2009-10-22 17:58:20 , Lakers
60 , 30 , 1987-07-09 10:18:44 , Lakers
660 , 21 , 1974-12-20 09:59:04 , Lakers
9243 , 23 , 2016-11-16 00:59:07 , Lakers
3323 , 28 , 1999-01-04 20:23:42 , Lakers
9112 , 28 , 1983-09-28 04:07:08 , Lakers
4579 , 27 , 1976-11-22 15:25:22 , Lakers
7085 , 27 , 1996-12-28 16:56:14 , Lakers
5616 , 30 , 1983-03-30 20:40:27 , Lakers
4177 , 25 , 2017-12-19 09:18:43 , Lakers
3780 , 24 , 2001-04-10 16:34:21 , Lakers
7691 , 30 , 2004-01-23 10:29:45 , Lakers
646 , 27 , 1986-01-30 22:54:07 , Lakers
873 , 22 , 1994-08-02 00:42:30 , Lakers
4471 , 27 , 1983-12-16 07:11:09 , Lakers
4351 , 24 , 2005-01-18 05:51:10 , Lakers
6901 , 29 , 2017-10-19 15:09:05 , Lakers
3180 , 20 , 1998-08-30 07:51:36 , Lakers
9727 , 24 , 1981-11-20 22:35:41 , Lakers
722 , 25 , 2009-10-11 02:52:33 , Lakers
7394 , 28 , 1983-11-01 01:13:35 , Lakers
774 , 30 , 1990-07-15 17:01:48 , Lakers
2290 , 27 , 1974-02-08 00:47:39 , Lakers
4357 , 23 , 1993-12-27 01:57:22 , Lakers
4870 , 24 , 2006-05-13 02:40:30 , Lakers
4353 , 28 , 1980-06-01 08:07:46 , Lakers
6731 , 24 , 2003-12-31 07:26:03 , Lakers
8861 , 20 , 2007-05-13 05:33:12 , Lakers
2433 , 30 , 2002-02-24 11:03:09 , Lakers
4395 , 20 , 1992-09-17 14:24:42 , Lakers
7284 , 20 , 1979-06-11 03:00:03 , Lakers
9381 , 22 , 1978-11-29 08:29:41 , Lakers
7881 , 28 , 1973-04-09 20:22:20 , Lakers
2028 , 24 , 2012-07-01 04:20:01 , Lakers
7877 , 26 , 1981-03-27 01:55:55 , Lakers
629 , 22 , 1979-11-12 05:13:55 , Lakers
8013 , 23 , 2007-02-28 12:15:05 , Lakers
6256 , 23 , 1974-09-30 15:22:00 , Lakers
7635 , 26 , 2018-07-29 13:32:47 , Lakers
2706 , 27 , 1992-02-20 00:10:59 , Lakers
7893 , 20 , 1981-08-21 19:36:53 , Lakers
3474 , 28 , 1970-02-12 09:53:22 , Lakers
662 , 29 , 2015-06-23 04:39:35 , Lakers
9982 , 29 , 2015-11-30 16:33:27 , Lakers
2863 , 24 , 1974-02-20 19:18:42 , Lakers
2631 , 20 , 2013-06-08 12:55:13 , Lakers
4702 , 26 , 1975-12-18 19:39:31 , Lakers
1957 , 26 , 1980-02-03 08:50:24 , Lakers
9009 , 29 , 1984-10-08 09:38:28 , Lakers
2225 , 21 , 1972-09-19 00:01:49 , Lakers
3912 , 26 , 1999-06-14 14:46:40 , Lakers
1467 , 23 , 1996-08-21 07:44:11 , Lakers
1733 , 29 , 1992-01-29 06:42:23 , Lakers
1558 , 28 , 1984-02-04 23:17:44 , Lakers
8820 , 25 , 2015-12-01 00:20:31 , Lakers
8133 , 25 , 1995-12-10 19:18:17 , Lakers
9208 , 30 , 1989-01-21 14:55:51 , Lakers
9862 , 26 , 2006-07-30 07:54:40 , Lakers
7599 , 29 , 2012-12-30 14:25:21 , Lakers
1804 , 22 , 1990-09-22 05:44:52 , Lakers
1304 , 20 , 1998-09-20 18:47:57 , Lakers
8507 , 22 , 1991-09-15 15:10:21 , Lakers
7402 , 20 , 2016-08-19 11:31:56 , Lakers
9779 , 20 , 2009-04-26 00:51:58 , Lakers
6867 , 21 , 1980-04-21 11:39:18 , Lakers
3291 , 26 , 2006-03-31 19:58:33 , Lakers
4863 , 28 , 1976-04-27 06:24:47 , Lakers
8251 , 23 , 1987-09-19 04:24:04 , Lakers
1560 , 26 , 1988-12-02 05:35:52 , Lakers
6935 , 21 , 1997-12-02 00:26:28 , Lakers
8539 , 25 , 1997-03-23 17:11:33 , Lakers
6123 , 23 , 2008-06-11 17:34:42 , Lakers
223 , 24 , 1988-10-31 11:20:55 , Lakers
5150 , 24 , 2005-10-12 20:13:43 , Lakers
1395 , 30 , 1977-09-27 23:54:12 , Lakers
1422 , 28 , 2017-09-30 19:38:46 , Lakers
1080 , 27 , 1995-07-18 08:04:23 , Lakers
8741 , 29 , 1988-08-29 22:10:44 , Lakers
4400 , 29 , 1984-07-22 03:51:46 , Lakers
9751 , 21 , 1990-03-30 01:24:47 , Lakers
185 , 23 , 2018-09-28 03:47:28 , Lakers
7914 , 28 , 2009-12-24 15:04:38 , Lakers
7493 , 29 , 1997-02-08 18:08:26 , Lakers
4083 , 30 , 1973-07-28 20:50:44 , Lakers
9635 , 26 , 1993-10-14 12:16:50 , Lakers
4387 , 29 , 1999-12-25 01:20:53 , Lakers
2814 , 23 , 1985-10-27 17:55:07 , Lakers
5077 , 21 , 2003-05-19 11:27:57 , Lakers
9719 , 26 , 1981-04-02 01:38:24 , Lakers
7689 , 25 , 1995-11-24 09:56:43 , Lakers
3286 , 25 , 1990-12-15 07:44:40 , Lakers
245 , 21 , 1970-03-02 20:30:47 , Lakers
4734 , 30 , 1974-12-28 12:50:12 , Lakers
1530 , 25 , 2002-09-05 14:33:59 , Lakers
6690 , 22 , 1996-11-17 13:08:34 , Lakers
7078 , 30 , 1990-04-23 07:06:07 , Lakers
8744 , 21 , 1999-03-10 14:59:50 , Lakers
5042 , 24 , 2016-06-18 23:51:03 , Lakers
7022 , 24 , 2002-08-21 05:17:58 , Lakers
2399 , 22 , 1982-08-18 14:15:58 , Lakers
6538 , 30 , 1997-04-03 18:38:00 , Lakers
5496 , 30 , 2012-10-06 04:54:55 , Lakers
2191 , 30 , 2002-07-11 19:25:47 , Lakers
5752 , 26 , 1980-09-11 23:46:41 , Lakers
2596 , 25 , 1989-02-20 18:22:07 , Lakers
6928 , 22 , 2010-04-02 21:05:43 , Lakers
645 , 20 , 1995-02-23 14:30:32 , Lakers
7650 , 23 , 2014-08-03 17:54:23 , Lakers
5720 , 27 , 2010-11-12 08:28:27 , Lakers
2651 , 29 , 1993-07-30 20:29:58 , Lakers
6271 , 27 , 1984-01-09 20:20:28 , Lakers
2082 , 27 , 1981-07-02 01:27:41 , Lakers
6135 , 22 , 2005-04-23 10:37:22 , Lakers
8574 , 20 , 2008-08-27 07:44:13 , Lakers
2181 , 30 , 2001-02-16 04:08:18 , Lakers
3765 , 29 , 2015-06-24 22:44:59 , Lakers
1514 , 25 , 2002-04-14 22:45:39 , Lakers
55 , 27 , 2014-11-26 11:47:55 , Lakers
5491 , 23 , 1971-12-05 06:15:31 , Lakers
8923 , 25 , 2019-05-17 15:39:32 , Lakers
6014 , 21 , 2001-11-03 12:37:08 , Lakers
8068 , 23 , 2014-12-17 23:05:38 , Lakers
5164 , 20 , 1977-01-21 17:55:08 , Lakers
4688 , 25 , 1971-10-31 21:21:29 , Lakers
7002 , 25 , 1994-12-13 17:32:52 , Lakers
2435 , 24 , 2002-05-19 10:48:35 , Lakers
7439 , 23 , 1974-06-09 08:58:48 , Lakers
450 , 26 , 1979-07-13 03:46:57 , Lakers
2847 , 24 , 2010-01-06 06:05:00 , Lakers
863 , 23 , 1992-07-30 10:09:14 , Lakers
7655 , 28 , 1993-09-28 14:58:57 , Lakers
7920 , 22 , 1989-09-17 08:31:36 , Lakers
4824 , 28 , 1990-04-28 05:28:12 , Lakers
8891 , 25 , 2016-05-18 12:32:30 , Lakers
3198 , 22 , 2016-09-08 00:39:07 , Lakers
2496 , 28 , 2009-09-05 05:41:05 , Lakers
3682 , 27 , 1992-06-30 18:40:22 , Lakers
7609 , 26 , 2008-04-20 18:26:25 , Lakers
6348 , 29 , 1989-12-28 23:23:16 , Lakers
3407 , 28 , 2008-04-12 18:16:36 , Lakers
5687 , 23 , 1983-03-29 23:20:06 , Lakers
4601 , 27 , 2004-08-25 06:38:27 , Lakers
6481 , 27 , 1988-12-27 10:39:36 , Lakers
19 , 20 , 1974-12-07 14:43:07 , Lakers
8057 , 23 , 2006-05-05 11:29:13 , Lakers
529 , 26 , 2017-03-14 04:05:06 , Lakers
824 , 28 , 2010-12-24 20:30:38 , Lakers
8645 , 26 , 1983-11-19 11:21:46 , Lakers
7055 , 28 , 1993-02-10 15:43:04 , Lakers
3787 , 30 , 2004-09-21 20:50:31 , Lakers
6056 , 27 , 1992-09-29 10:51:43 , Lakers
4783 , 30 , 1991-11-07 00:27:14 , Lakers
5644 , 20 , 2001-03-03 09:48:18 , Lakers
1569 , 21 , 1988-03-15 20:13:52 , Lakers
2116 , 28 , 1975-10-13 14:24:18 , Lakers
7308 , 29 , 2005-11-18 09:24:22 , Lakers
8647 , 30 , 2010-02-05 09:13:49 , Lakers
948 , 24 , 2009-08-22 22:29:57 , Lakers
7532 , 25 , 2007-04-23 16:55:07 , Lakers
2889 , 20 , 1978-02-21 02:03:14 , Lakers
8179 , 25 , 1986-09-09 19:06:25 , Lakers
4852 , 27 , 1987-07-02 12:18:51 , Lakers
2093 , 25 , 1995-04-22 23:19:18 , Lakers
1189 , 30 , 1979-05-01 05:22:33 , Lakers
1096 , 24 , 1971-12-07 08:46:35 , Lakers
5159 , 22 , 1996-11-06 09:16:34 , Lakers
2794 , 22 , 1972-07-17 10:29:55 , Lakers
5532 , 27 , 2015-03-25 16:12:47 , Lakers
3179 , 23 , 1972-12-31 11:45:02 , Lakers
305 , 28 , 1984-03-15 12:08:14 , Lakers
2209 , 22 , 2015-05-13 10:14:42 , Lakers
122 , 24 , 1980-07-14 19:18:22 , Lakers
7743 , 27 , 1991-04-20 20:54:51 , Lakers
2839 , 20 , 2005-02-02 14:42:03 , Lakers
360 , 26 , 1994-03-10 04:57:35 , Lakers
469 , 25 , 1999-07-28 22:23:27 , Lakers
3523 , 24 , 2005-01-24 11:00:58 , Lakers
1591 , 26 , 1974-09-11 22:13:16 , Lakers
7301 , 30 , 1990-10-07 19:56:18 , Lakers
1645 , 29 , 1987-10-16 18:03:12 , Lakers
6732 , 24 , 2017-07-03 21:12:24 , Lakers
6614 , 26 , 2003-01-16 21:30:35 , Lakers
3966 , 29 , 2009-06-16 08:40:44 , Lakers
2800 , 25 , 1984-12-11 03:57:39 , Lakers
6812 , 22 , 1993-08-31 07:16:05 , Lakers
4297 , 22 , 2004-04-28 08:10:19 , Lakers
7256 , 24 , 1975-08-22 19:21:47 , Lakers
4138 , 30 , 2014-06-12 22:15:32 , Lakers
2164 , 20 , 1971-03-28 07:18:40 , Lakers
3981 , 30 , 2016-06-17 21:05:06 , Lakers
740 , 29 , 2009-10-24 11:36:40 , Lakers
1083 , 26 , 1992-07-13 07:41:43 , Lakers
9507 , 26 , 2008-05-23 18:22:49 , Lakers
9042 , 26 , 1985-08-16 21:22:35 , Lakers
8394 , 29 , 1981-01-22 19:29:02 , Lakers
6439 , 30 , 2002-07-12 06:59:05 , Lakers
2425 , 24 , 2003-12-27 01:15:53 , Lakers
7040 , 25 , 2016-08-11 09:58:26 , Lakers
8132 , 26 , 2015-12-27 07:33:35 , Lakers
5862 , 26 , 1979-07-11 04:40:30 , Lakers
483 , 27 , 2006-03-23 17:32:26 , Lakers
7670 , 26 , 2012-05-15 13:52:25 , Lakers
4910 , 26 , 2012-03-07 17:58:28 , Lakers
8074 , 22 , 1974-08-23 23:17:40 , Lakers
6612 , 22 , 1979-11-27 05:09:43 , Lakers
4105 , 23 , 2006-02-28 22:26:36 , Lakers
9912 , 24 , 1986-07-22 21:35:30 , Lakers
7856 , 21 , 2016-11-11 17:16:18 , Lakers
6356 , 24 , 1981-03-06 11:00:15 , Lakers
864 , 28 , 2004-06-18 10:13:56 , Lakers
1724 , 20 , 2004-05-13 22:23:08 , Lakers
3630 , 30 , 2017-01-17 13:16:43 , Lakers
819 , 25 , 1996-10-02 21:25:57 , Lakers
5801 , 24 , 1992-03-21 06:43:36 , Lakers
3678 , 22 , 1978-10-10 08:58:19 , Lakers
534 , 24 , 2018-03-13 02:02:26 , Lakers
7397 , 23 , 2008-03-23 16:28:20 , Lakers
7051 , 20 , 2008-07-12 06:01:48 , Lakers
3042 , 28 , 2006-05-31 12:23:06 , Lakers
2455 , 24 , 2011-07-10 20:04:39 , Lakers
2810 , 20 , 2010-10-11 04:13:12 , Lakers
1864 , 20 , 2000-05-16 18:50:40 , Lakers
4649 , 22 , 1972-10-13 05:42:57 , Lakers
6549 , 23 , 1995-04-18 17:54:47 , Lakers
4470 , 22 , 1974-09-04 05:47:26 , Lakers
7502 , 23 , 1995-02-13 03:48:30 , Lakers
9892 , 24 , 2015-12-29 19:52:21 , Lakers
5132 , 23 , 1997-10-16 16:37:42 , Lakers
830 , 22 , 1973-01-14 04:36:35 , Lakers
3565 , 24 , 2011-02-08 13:14:23 , Lakers
2829 , 28 , 2011-08-24 06:30:57 , Lakers
9659 , 20 , 1974-10-29 06:43:40 , Lakers
9812 , 29 , 1991-05-19 10:30:07 , Lakers
4461 , 21 , 1985-07-06 01:22:09 , Lakers
3709 , 25 , 2012-05-31 02:06:40 , Lakers
5373 , 30 , 1983-06-28 01:09:54 , Lakers
9159 , 27 , 1993-07-23 12:10:57 , Lakers
3355 , 28 , 2005-06-21 23:40:17 , Lakers
8609 , 23 , 2016-11-21 11:42:16 , Lakers
7892 , 27 , 1995-11-05 15:37:05 , Lakers
1662 , 21 , 2010-02-19 03:25:41 , Lakers
4322 , 28 , 2003-07-15 06:15:00 , Lakers
2974 , 20 , 1973-07-27 14:11:33 , Lakers
8975 , 30 , 1972-01-12 15:40:15 , Lakers
1996 , 22 , 2000-06-28 23:31:49 , Lakers
2603 , 26 , 1975-06-16 19:59:16 , Lakers
9731 , 28 , 1989-12-13 15:10:07 , Lakers
5608 , 27 , 1999-01-07 03:41:51 , Lakers
4771 , 30 , 1993-02-27 07:45:19 , Lakers
8695 , 24 , 1980-01-24 22:12:18 , Lakers
8498 , 27 , 2003-01-31 08:59:53 , Lakers
9267 , 25 , 2016-01-24 20:55:38 , Lakers
7971 , 30 , 2014-04-15 10:42:37 , Lakers
9695 , 26 , 1986-06-21 15:41:30 , Lakers
4000 , 26 , 2017-03-01 07:00:07 , Lakers
186 , 28 , 1972-01-11 17:12:40 , Lakers
7087 , 20 , 1994-04-08 13:22:20 , Lakers
7936 , 24 , 2010-04-01 04:23:16 , Lakers
6587 , 20 , 1995-04-11 11:37:33 , Lakers
9774 , 22 , 1998-03-29 21:45:12 , Lakers
6400 , 27 , 1981-11-05 00:31:58 , Lakers
831 , 25 , 1975-01-30 19:01:44 , Lakers
381 , 21 , 2013-07-06 23:34:01 , Lakers
9765 , 30 , 1971-03-19 15:15:34 , Lakers
1729 , 26 , 1984-06-12 00:24:57 , Lakers
7537 , 28 , 1983-05-15 18:41:52 , Lakers
7405 , 26 , 2011-03-08 04:22:04 , Lakers
3749 , 29 , 2012-03-21 15:56:41 , Lakers
9444 , 25 , 2007-04-07 02:24:35 , Lakers
9989 , 21 , 2019-09-21 07:56:23 , Lakers
8082 , 22 , 1979-08-17 21:16:19 , Lakers
8046 , 25 , 2004-02-25 16:30:42 , Lakers
4901 , 20 , 1979-01-07 07:34:54 , Lakers
4882 , 23 , 2015-11-19 22:41:55 , Lakers
5188 , 21 , 1987-05-03 07:33:52 , Lakers
5412 , 26 , 2014-04-26 19:36:35 , Lakers
7017 , 21 , 1973-05-15 13:27:20 , Lakers
1439 , 20 , 2010-10-27 23:44:20 , Lakers
3916 , 20 , 2001-11-07 09:20:45 , Lakers
478 , 23 , 1994-08-09 09:05:35 , Lakers
2971 , 20 , 2010-09-05 09:34:16 , Lakers
4650 , 21 , 2019-08-12 01:24:27 , Lakers
9110 , 30 , 1995-04-20 22:45:18 , Lakers
4343 , 30 , 1989-08-17 09:27:33 , Lakers
4801 , 29 , 1996-12-28 21:27:29 , Lakers
2990 , 29 , 1997-10-11 21:20:18 , Lakers
2036 , 30 , 1995-01-13 10:38:38 , Lakers
9232 , 20 , 1985-12-08 07:55:11 , Lakers
7684 , 29 , 1989-05-31 10:19:34 , Lakers
222 , 23 , 1970-08-06 08:39:32 , Lakers
8066 , 29 , 1991-04-14 10:15:41 , Lakers
4529 , 27 , 2009-09-04 11:00:44 , Lakers
9126 , 30 , 1988-02-07 10:34:07 , Lakers
559 , 23 , 1978-03-14 09:15:30 , Lakers
6459 , 27 , 2007-01-13 17:57:37 , Lakers
1628 , 25 , 2010-10-28 17:37:08 , Lakers
4806 , 26 , 1972-05-30 00:42:49 , Lakers
738 , 30 , 1984-11-15 07:55:34 , Lakers
6352 , 28 , 2006-05-04 08:39:28 , Lakers
3614 , 25 , 2008-11-11 11:41:26 , Lakers
9155 , 23 , 2010-05-24 03:27:01 , Lakers
921 , 26 , 1995-02-20 15:38:03 , Lakers
7849 , 21 , 2006-07-23 02:06:31 , Lakers
4193 , 30 , 1982-07-07 20:04:24 , Lakers
6286 , 29 , 1991-12-06 05:44:52 , Lakers
80 , 25 , 1989-12-07 16:13:47 , Lakers
9224 , 20 , 1994-09-10 19:32:22 , Lakers
5945 , 30 , 1988-07-27 22:23:47 , Lakers
4939 , 25 , 2018-06-18 09:53:12 , Lakers
9323 , 22 , 2017-04-15 05:32:03 , Lakers
3439 , 24 , 2013-09-25 23:42:20 , Lakers
9684 , 21 , 1981-12-31 07:38:40 , Lakers
9620 , 27 , 2001-02-02 12:19:34 , Lakers
2831 , 29 , 1981-07-07 13:55:28 , Lakers
8851 , 22 , 1970-03-22 06:44:58 , Lakers
6588 , 30 , 2006-12-28 05:07:14 , Lakers
5973 , 24 , 2017-05-04 23:03:04 , Lakers
2363 , 20 , 1997-10-22 01:19:01 , Lakers
73 , 23 , 1986-04-08 01:41:14 , Lakers
887 , 23 , 1983-01-18 06:19:38 , Lakers
1266 , 21 , 2000-03-13 01:56:13 , Lakers
7558 , 27 , 1988-08-09 11:24:40 , Lakers
8799 , 26 , 2019-06-21 02:02:51 , Lakers
3420 , 25 , 1981-11-09 22:09:34 , Lakers
5590 , 26 , 1994-01-30 07:14:13 , Lakers
1921 , 25 , 2009-11-26 00:14:13 , Lakers
1665 , 25 , 1997-11-10 23:33:43 , Lakers
7566 , 29 , 2006-01-28 05:26:48 , Lakers
4683 , 26 , 2003-01-31 14:16:25 , Lakers
6900 , 27 , 2010-09-30 11:19:37 , Lakers
9797 , 25 , 2009-12-17 02:50:37 , Lakers
5828 , 23 , 2002-09-27 23:17:59 , Lakers
266 , 29 , 2002-09-05 07:38:05 , Lakers
1342 , 30 , 2004-12-31 20:20:32 , Lakers
1486 , 28 , 2000-04-20 10:17:28 , Lakers
1703 , 29 , 2019-04-14 06:50:18 , Lakers
6267 , 25 , 2019-09-15 10:17:25 , Lakers
2757 , 21 , 1995-05-21 16:47:22 , Lakers
6013 , 23 , 2012-01-27 01:51:48 , Lakers
3378 , 25 , 1976-12-24 17:37:52 , Lakers
5889 , 26 , 2018-07-22 13:28:49 , Lakers
4770 , 24 , 2015-12-08 06:39:51 , Lakers
7775 , 29 , 2006-01-02 05:59:10 , Lakers
9239 , 29 , 1997-04-29 04:27:00 , Lakers
5475 , 22 , 2009-06-22 13:59:31 , Lakers
5614 , 28 , 1978-08-24 15:49:29 , Lakers
8597 , 30 , 1977-03-22 00:00:09 , Lakers
6184 , 27 , 2001-12-09 23:36:31 , Lakers
1317 , 24 , 2003-03-20 22:11:54 , Lakers
