30775 , 6883 , 146 : 115 , 3435 , 4664 , 2347 , 9122
31245 , 8451 , 94 : 135 , 5367 , 4917 , 1131 , 5860
39930 , 6152 , 98 : 120 , 3644 , 9101 , 1284 , 5260
25203 , 9361 , 110 : 137 , 5280 , 2801 , 819 , 6456
35464 , 7537 , 118 : 120 , 3045 , 9620 , 9861 , 9786
1998 , 1634 , 150 : 150 , 6709 , 2451 , 9219 , 2364
41990 , 8435 , 96 : 80 , 5291 , 6692 , 5434 , 1951
47600 , 6133 , 99 : 110 , 8228 , 4348 , 5264 , 6455
5417 , 8327 , 102 : 116 , 3491 , 2539 , 4830 , 3508
12574 , 7572 , 110 : 146 , 4964 , 5167 , 9380 , 5766
43489 , 2267 , 108 : 90 , 1148 , 8473 , 4869 , 4089
17141 , 3431 , 82 : 84 , 6525 , 882 , 1906 , 1930
23353 , 6546 , 91 : 120 , 5317 , 3457 , 9367 , 1060
23797 , 6850 , 91 : 83 , 5839 , 5683 , 6427 , 5709
45227 , 9662 , 115 : 140 , 2059 , 2210 , 9627 , 3613
25270 , 930 , 148 : 137 , 1875 , 3980 , 9967 , 2069
44156 , 5790 , 125 : 99 , 8121 , 1432 , 514 , 5709
20309 , 9329 , 130 : 119 , 4140 , 8595 , 755 , 6514
7460 , 6353 , 141 : 132 , 5881 , 185 , 5152 , 4120
16539 , 8016 , 149 : 133 , 5677 , 7264 , 116 , 5266
15399 , 6797 , 101 : 126 , 2884 , 9557 , 1603 , 4309
21969 , 9638 , 81 : 133 , 2586 , 2628 , 6399 , 1307
23810 , 7283 , 85 : 110 , 2137 , 6770 , 215 , 524
24331 , 7891 , 92 : 97 , 4271 , 8753 , 7566 , 6447
33511 , 2732 , 145 : 95 , 3609 , 2897 , 7175 , 8392
37567 , 4108 , 109 : 100 , 6743 , 3326 , 0 , 3873
32768 , 9472 , 99 : 91 , 1144 , 9824 , 6487 , 9379
11757 , 8886 , 148 : 138 , 475 , 9243 , 7283 , 4210
1844 , 3527 , 129 : 128 , 9154 , 5534 , 1322 , 4238
24963 , 2919 , 136 : 115 , 7077 , 2893 , 1745 , 8337
28190 , 3471 , 138 : 125 , 3002 , 2084 , 8079 , 1652
2143 , 6604 , 83 : 113 , 2624 , 47 , 6351 , 9571
34013 , 5140 , 90 : 96 , 5400 , 4669 , 6473 , 1099
1686 , 8890 , 144 : 87 , 4881 , 1198 , 6070 , 3044
14559 , 4752 , 128 : 103 , 960 , 656 , 3602 , 9858
44279 , 4302 , 140 : 95 , 8152 , 7422 , 5756 , 6413
27999 , 3359 , 133 : 126 , 9683 , 8768 , 5203 , 9880
2849 , 5577 , 96 : 104 , 2111 , 8398 , 6012 , 1371
25444 , 3903 , 105 : 99 , 8538 , 216 , 6685 , 644
13395 , 5381 , 92 : 104 , 9609 , 5844 , 6645 , 1332
39799 , 6065 , 87 : 103 , 1435 , 9842 , 5630 , 6894
6724 , 1187 , 120 : 94 , 2100 , 3688 , 6547 , 7283
49367 , 4872 , 108 : 126 , 9810 , 6939 , 9613 , 4199
36042 , 2125 , 141 : 125 , 9934 , 3203 , 4638 , 2807
14459 , 8521 , 105 : 133 , 4896 , 8646 , 5832 , 243
11668 , 1333 , 117 : 92 , 3834 , 6754 , 7884 , 3241
5110 , 1238 , 100 : 80 , 4878 , 17 , 4674 , 9765
45606 , 5917 , 103 : 119 , 3118 , 4664 , 3175 , 6918
17942 , 2588 , 112 : 86 , 7173 , 4816 , 743 , 6448
2414 , 4609 , 84 : 102 , 5932 , 7094 , 4331 , 878
28408 , 1228 , 145 : 119 , 8808 , 4128 , 1294 , 2562
18123 , 6417 , 122 : 88 , 8533 , 74 , 7004 , 8374
32656 , 995 , 110 : 148 , 4323 , 6496 , 6990 , 7974
22556 , 2348 , 122 : 139 , 3150 , 5331 , 4476 , 8626
39457 , 8224 , 140 : 139 , 8170 , 5243 , 2338 , 321
41741 , 7822 , 98 : 87 , 4780 , 2509 , 7695 , 5727
47571 , 4025 , 125 : 115 , 502 , 4562 , 6708 , 217
3411 , 1377 , 85 : 141 , 587 , 8889 , 6663 , 8449
33686 , 96 , 115 : 141 , 3200 , 4617 , 2052 , 7526
30098 , 9208 , 87 : 126 , 8545 , 5829 , 969 , 4116
24137 , 9681 , 123 : 147 , 6560 , 4179 , 6905 , 2538
13683 , 5255 , 89 : 80 , 6145 , 3452 , 8387 , 3408
22259 , 5473 , 100 : 105 , 6966 , 6532 , 4581 , 3555
18474 , 4058 , 109 : 88 , 975 , 9496 , 7210 , 2529
29860 , 2219 , 117 : 81 , 3084 , 3302 , 4005 , 1057
31212 , 8404 , 131 : 123 , 5886 , 5678 , 40 , 7464
45675 , 9974 , 130 : 140 , 3945 , 3577 , 2521 , 4848
31524 , 7852 , 109 : 103 , 4981 , 2565 , 1534 , 579
15722 , 609 , 106 : 123 , 3624 , 1774 , 4441 , 4121
10981 , 5275 , 127 : 127 , 3343 , 9256 , 5250 , 7954
30456 , 629 , 144 : 109 , 3147 , 8263 , 3223 , 3759
35969 , 4897 , 83 : 103 , 6708 , 1224 , 7185 , 8255
23867 , 6380 , 134 : 110 , 4899 , 1284 , 8896 , 9718
11921 , 9649 , 88 : 112 , 322 , 8140 , 2833 , 4009
12401 , 5471 , 99 : 131 , 1314 , 8159 , 8073 , 8345
49055 , 7969 , 113 : 134 , 7358 , 3742 , 8539 , 6367
14410 , 9223 , 137 : 93 , 224 , 8976 , 1210 , 6828
39774 , 6209 , 150 : 146 , 1418 , 9891 , 4164 , 8482
437 , 7482 , 131 : 101 , 3683 , 8962 , 3198 , 2361
17580 , 2747 , 89 : 110 , 4869 , 959 , 7179 , 438
22399 , 231 , 137 : 117 , 345 , 4280 , 6644 , 9601
11766 , 3590 , 129 : 148 , 2779 , 7412 , 7059 , 6158
15832 , 8591 , 149 : 130 , 2632 , 6435 , 8336 , 5440
565 , 7519 , 117 : 98 , 713 , 5410 , 5275 , 1906
32860 , 2736 , 120 : 86 , 3759 , 9024 , 2334 , 8872
2622 , 4341 , 102 : 145 , 8782 , 6231 , 8957 , 5711
16223 , 3254 , 90 : 89 , 9142 , 822 , 2761 , 869
40571 , 2746 , 89 : 139 , 2765 , 9776 , 807 , 5483
7606 , 6092 , 89 : 140 , 4447 , 6993 , 8963 , 4247
23655 , 9059 , 123 : 137 , 9374 , 1267 , 3090 , 6014
35819 , 7230 , 130 : 111 , 7562 , 3419 , 3975 , 8787
33003 , 4202 , 121 : 108 , 754 , 6093 , 5569 , 7298
10145 , 3142 , 91 : 128 , 7301 , 3420 , 8768 , 2886
1566 , 7878 , 119 : 107 , 2460 , 3648 , 1102 , 8654
21132 , 9036 , 141 : 139 , 5629 , 9818 , 6511 , 2656
43816 , 2707 , 144 : 133 , 196 , 5395 , 1349 , 6038
18313 , 6380 , 148 : 136 , 8519 , 535 , 3211 , 5563
41904 , 1608 , 86 : 137 , 771 , 6336 , 8268 , 2308
7740 , 744 , 104 : 82 , 9936 , 1956 , 2088 , 6271
15041 , 7901 , 117 : 125 , 774 , 8017 , 4615 , 5051
34553 , 6645 , 129 : 109 , 4364 , 1470 , 6385 , 1067
32912 , 6621 , 111 : 102 , 8400 , 1070 , 9737 , 6665
31286 , 3399 , 115 : 115 , 4779 , 5135 , 7350 , 4003
32096 , 129 , 120 : 106 , 3572 , 9822 , 8922 , 5198
41091 , 2726 , 99 : 83 , 5641 , 3779 , 3861 , 7021
23182 , 6963 , 126 : 97 , 8904 , 4175 , 4134 , 3288
17214 , 3450 , 89 : 92 , 9776 , 6214 , 7939 , 3115
44861 , 1277 , 138 : 97 , 8905 , 1255 , 8970 , 3624
29152 , 5017 , 140 : 123 , 4357 , 9405 , 6197 , 256
48419 , 582 , 135 : 103 , 9683 , 9135 , 2487 , 2994
10626 , 3224 , 106 : 114 , 9637 , 2167 , 7030 , 663
29412 , 8034 , 110 : 116 , 1805 , 6660 , 5760 , 1814
19092 , 6139 , 124 : 84 , 5045 , 1101 , 6521 , 2653
40428 , 8370 , 85 : 102 , 3285 , 9026 , 5975 , 9747
3014 , 2132 , 105 : 107 , 3868 , 915 , 4295 , 5929
18238 , 833 , 122 : 133 , 691 , 6614 , 1902 , 9809
21626 , 5805 , 107 : 122 , 41 , 1672 , 8725 , 8453
33762 , 3839 , 103 : 99 , 1995 , 885 , 6637 , 5663
41958 , 7076 , 91 : 129 , 1524 , 9815 , 1933 , 9764
45611 , 6742 , 107 : 127 , 993 , 988 , 1771 , 136
29169 , 9361 , 129 : 131 , 3069 , 9689 , 2382 , 2554
46182 , 124 , 127 : 108 , 3609 , 7784 , 6912 , 1498
14029 , 6399 , 148 : 97 , 8087 , 9574 , 4981 , 4386
48103 , 529 , 138 : 84 , 6035 , 1190 , 3696 , 9043
18679 , 5484 , 90 : 121 , 1031 , 6384 , 619 , 650
34142 , 2310 , 93 : 131 , 4236 , 2032 , 6174 , 9157
16707 , 5580 , 112 : 124 , 9231 , 6510 , 6064 , 4215
1868 , 7670 , 112 : 146 , 1367 , 9805 , 5942 , 8982
44780 , 446 , 142 : 136 , 6116 , 3575 , 7099 , 680
241 , 4418 , 99 : 111 , 9927 , 4914 , 5302 , 9861
45488 , 4750 , 122 : 141 , 1697 , 2920 , 6834 , 4521
1786 , 3363 , 134 : 121 , 8363 , 2451 , 8055 , 9252
8633 , 9462 , 143 : 91 , 5982 , 6434 , 2983 , 5446
36570 , 8125 , 149 : 129 , 3476 , 1888 , 5403 , 9523
17421 , 263 , 96 : 82 , 843 , 6055 , 8009 , 870
27546 , 5566 , 149 : 135 , 6604 , 6277 , 3554 , 2111
9068 , 3153 , 94 : 82 , 2778 , 4 , 3045 , 6348
15809 , 405 , 137 : 135 , 8969 , 7474 , 773 , 455
13124 , 9401 , 96 : 137 , 3454 , 4771 , 2373 , 4738
28526 , 9981 , 129 : 100 , 938 , 5492 , 6224 , 8864
30917 , 1748 , 125 : 90 , 518 , 1925 , 791 , 2925
3852 , 7024 , 108 : 125 , 7915 , 5064 , 9715 , 7515
36695 , 3856 , 115 : 134 , 6852 , 1034 , 5910 , 9014
37368 , 6471 , 100 : 150 , 5611 , 8079 , 6755 , 1534
40942 , 617 , 130 : 116 , 9205 , 5547 , 3642 , 2202
47107 , 1393 , 150 : 112 , 6913 , 7176 , 4175 , 5646
16902 , 3184 , 81 : 105 , 8927 , 3407 , 3992 , 5643
2569 , 743 , 125 : 89 , 1118 , 3414 , 9771 , 1537
27371 , 8130 , 140 : 84 , 847 , 327 , 4069 , 6433
28257 , 8616 , 103 : 81 , 3257 , 1117 , 4996 , 4042
38563 , 1696 , 138 : 81 , 2520 , 5869 , 9263 , 6693
6086 , 7354 , 123 : 98 , 85 , 8565 , 5752 , 4006
26524 , 8436 , 119 : 134 , 2467 , 2340 , 8300 , 9508
13041 , 4376 , 122 : 148 , 9481 , 600 , 407 , 6185
38021 , 3277 , 114 : 96 , 8670 , 3022 , 2321 , 2433
36498 , 5758 , 91 : 126 , 5232 , 6537 , 5977 , 7962
22772 , 7868 , 146 : 118 , 7330 , 6289 , 6681 , 1265
24148 , 2559 , 95 : 144 , 8853 , 8259 , 515 , 2055
41816 , 5778 , 110 : 142 , 8515 , 9245 , 4040 , 1170
48223 , 4581 , 111 : 80 , 7098 , 6360 , 1285 , 7289
25233 , 6546 , 108 : 91 , 385 , 2917 , 5860 , 4685
36918 , 6560 , 89 : 101 , 7434 , 9291 , 9458 , 8490
10546 , 2730 , 93 : 116 , 6252 , 1454 , 7963 , 6224
1121 , 9984 , 145 : 141 , 6687 , 9020 , 5915 , 3257
45141 , 2882 , 104 : 142 , 6507 , 603 , 3141 , 9446
46539 , 3958 , 97 : 85 , 8500 , 3027 , 4090 , 3480
10185 , 3690 , 142 : 117 , 628 , 5397 , 5466 , 383
2024 , 4961 , 143 : 110 , 5273 , 5524 , 8585 , 8718
2485 , 6956 , 113 : 88 , 844 , 6738 , 658 , 5070
4783 , 8075 , 101 : 135 , 8264 , 1439 , 1314 , 7382
27228 , 6532 , 125 : 95 , 9597 , 8523 , 1905 , 7606
35057 , 6517 , 81 : 129 , 8982 , 4947 , 6410 , 2730
13118 , 5866 , 122 : 83 , 3914 , 2945 , 2338 , 777
24869 , 5381 , 140 : 119 , 9335 , 4574 , 4654 , 7136
6441 , 5050 , 104 : 121 , 5714 , 4821 , 6742 , 6208
46549 , 7170 , 96 : 129 , 3648 , 6594 , 2388 , 8098
23145 , 3469 , 106 : 86 , 2124 , 1123 , 140 , 3555
12382 , 4218 , 149 : 107 , 3995 , 6642 , 8196 , 5960
20454 , 2902 , 133 : 114 , 4527 , 3054 , 3011 , 1739
17740 , 7549 , 86 : 119 , 9449 , 4510 , 1351 , 8053
45161 , 7786 , 126 : 112 , 8298 , 5011 , 4719 , 9647
44995 , 184 , 107 : 107 , 3165 , 8738 , 5273 , 1957
35495 , 8569 , 91 : 126 , 3576 , 2310 , 4843 , 9020
32225 , 1250 , 112 : 133 , 2399 , 8508 , 9197 , 4965
40770 , 6128 , 114 : 147 , 4950 , 4181 , 4242 , 2477
40051 , 5352 , 126 : 124 , 2882 , 5852 , 5815 , 7561
8173 , 3074 , 114 : 97 , 454 , 3344 , 2147 , 206
13888 , 1039 , 86 : 114 , 1112 , 1415 , 6953 , 4533
35012 , 453 , 113 : 150 , 9037 , 7106 , 9746 , 3442
39256 , 1097 , 131 : 82 , 7399 , 9174 , 3649 , 5086
45915 , 8541 , 89 : 92 , 7896 , 1184 , 5698 , 1039
44506 , 7693 , 93 : 143 , 8922 , 1310 , 3482 , 5743
25831 , 2545 , 95 : 91 , 9587 , 1532 , 5590 , 9052
38055 , 3970 , 131 : 84 , 7966 , 1887 , 2097 , 7475
16106 , 841 , 144 : 108 , 6420 , 7102 , 4001 , 7031
4701 , 7734 , 111 : 99 , 9334 , 5829 , 5953 , 797
26665 , 3919 , 88 : 108 , 32 , 2712 , 830 , 4242
23315 , 1947 , 116 : 128 , 7674 , 256 , 3389 , 8174
21207 , 8713 , 100 : 108 , 4060 , 2213 , 7745 , 1424
5397 , 6790 , 139 : 140 , 4826 , 2330 , 7065 , 7176
44910 , 5406 , 101 : 82 , 1952 , 6630 , 9826 , 1243
21788 , 7148 , 110 : 129 , 5046 , 199 , 565 , 4880
9293 , 6709 , 126 : 149 , 8238 , 9162 , 8035 , 4203
44992 , 4308 , 113 : 84 , 401 , 5489 , 8228 , 302
5933 , 1528 , 137 : 107 , 8186 , 3371 , 3834 , 1310
47232 , 7824 , 147 : 100 , 3629 , 6777 , 763 , 2526
20478 , 5403 , 98 : 139 , 2762 , 3597 , 7560 , 5652
20355 , 8784 , 92 : 123 , 9809 , 5922 , 1828 , 4975
45598 , 6494 , 120 : 105 , 9885 , 9269 , 3443 , 9058
11777 , 3251 , 146 : 85 , 3980 , 9113 , 5834 , 4469
44460 , 9155 , 108 : 83 , 7294 , 9381 , 8890 , 7954
43213 , 9028 , 117 : 121 , 897 , 1404 , 9858 , 3068
41755 , 1139 , 93 : 104 , 8234 , 9868 , 1907 , 4555
28575 , 7691 , 148 : 115 , 2767 , 2708 , 5897 , 6065
23960 , 8848 , 117 : 146 , 7451 , 5324 , 5852 , 1722
11521 , 1079 , 130 : 91 , 7332 , 8589 , 4450 , 4498
1949 , 9446 , 112 : 118 , 2273 , 2346 , 6676 , 490
13707 , 3153 , 127 : 128 , 3144 , 4023 , 8648 , 3841
31969 , 8549 , 137 : 141 , 8993 , 1643 , 3027 , 3522
40828 , 4378 , 126 : 114 , 6230 , 5098 , 31 , 3597
29077 , 7482 , 147 : 84 , 8152 , 9963 , 6570 , 4750
31809 , 1926 , 90 : 118 , 2632 , 7251 , 4161 , 1612
11755 , 5494 , 117 : 140 , 6945 , 3182 , 5129 , 8678
3713 , 4199 , 117 : 117 , 6803 , 4441 , 2503 , 7903
43738 , 444 , 89 : 93 , 2018 , 2963 , 5368 , 4977
38942 , 6482 , 116 : 105 , 2316 , 9028 , 9715 , 9467
22365 , 5945 , 115 : 102 , 1145 , 5265 , 1479 , 7046
29947 , 8045 , 96 : 91 , 5854 , 5830 , 5947 , 3937
15620 , 7478 , 94 : 83 , 5889 , 8770 , 6702 , 6012
21459 , 4668 , 112 : 116 , 9548 , 3156 , 6658 , 3386
6348 , 5626 , 126 : 85 , 1594 , 516 , 3956 , 3174
14701 , 2805 , 113 : 92 , 8241 , 2057 , 4047 , 1995
506 , 6104 , 87 : 92 , 1920 , 1504 , 1512 , 1171
23613 , 8527 , 134 : 81 , 216 , 8446 , 3932 , 1543
24017 , 5973 , 92 : 98 , 6304 , 3901 , 7821 , 4819
18329 , 5448 , 130 : 136 , 5421 , 916 , 3310 , 4676
13194 , 9644 , 109 : 81 , 1099 , 1909 , 1691 , 4266
45119 , 2139 , 82 : 89 , 7616 , 3948 , 1539 , 9024
28341 , 3763 , 97 : 147 , 6080 , 910 , 6929 , 2393
19402 , 6634 , 101 : 126 , 9503 , 8551 , 5808 , 4894
14442 , 7399 , 107 : 89 , 625 , 7300 , 7250 , 293
33842 , 3177 , 97 : 96 , 177 , 3917 , 7891 , 4137
9613 , 8200 , 126 : 100 , 1467 , 6226 , 1508 , 9546
32835 , 1270 , 138 : 145 , 1251 , 5444 , 7057 , 9365
45750 , 5664 , 137 : 118 , 9968 , 5434 , 2826 , 7370
21791 , 160 , 138 : 119 , 7735 , 1776 , 4831 , 1860
10639 , 5111 , 100 : 138 , 3612 , 6689 , 1620 , 4722
32814 , 1007 , 113 : 95 , 5629 , 1630 , 8127 , 1179
30450 , 1886 , 83 : 97 , 3754 , 928 , 4797 , 7750
25483 , 6371 , 148 : 143 , 9312 , 6638 , 1856 , 1665
39749 , 4249 , 124 : 87 , 3999 , 9964 , 401 , 8657
32826 , 112 , 89 : 122 , 6419 , 6505 , 5730 , 7748
46269 , 4711 , 127 : 102 , 3360 , 9822 , 3742 , 1314
16375 , 1490 , 123 : 144 , 9096 , 7855 , 8651 , 4744
30157 , 7484 , 123 : 146 , 3611 , 9230 , 5503 , 2759
30122 , 8368 , 115 : 106 , 3715 , 7187 , 6140 , 1489
3226 , 1667 , 86 : 150 , 8128 , 9179 , 6705 , 1623
14909 , 8545 , 117 : 123 , 4262 , 6685 , 8982 , 1846
26708 , 1747 , 94 : 150 , 3273 , 6616 , 9579 , 63
35257 , 3446 , 85 : 136 , 5811 , 5538 , 3707 , 1735
45800 , 2480 , 88 : 84 , 1048 , 7034 , 3478 , 2118
25905 , 2322 , 133 : 98 , 8688 , 160 , 5009 , 5258
34171 , 376 , 137 : 144 , 4135 , 5537 , 3317 , 5778
44131 , 4963 , 122 : 138 , 241 , 853 , 1395 , 2754
28830 , 9532 , 128 : 139 , 9934 , 1253 , 1081 , 4236
43468 , 4599 , 131 : 121 , 5611 , 8004 , 1656 , 5404
3424 , 8397 , 83 : 104 , 6058 , 8572 , 1405 , 4955
6967 , 894 , 132 : 146 , 8288 , 1193 , 8900 , 9428
36299 , 9639 , 91 : 80 , 4409 , 5154 , 4533 , 1798
37382 , 6799 , 143 : 95 , 3061 , 1691 , 2273 , 6933
44615 , 2041 , 86 : 126 , 8409 , 4986 , 856 , 3727
20450 , 4509 , 120 : 87 , 5325 , 9846 , 1715 , 7561
22952 , 8400 , 128 : 119 , 6921 , 3544 , 4094 , 3805
47989 , 3092 , 83 : 138 , 3755 , 4016 , 4747 , 8260
1114 , 6828 , 114 : 108 , 8487 , 9635 , 2099 , 6005
21119 , 2635 , 149 : 138 , 3162 , 1709 , 647 , 5381
32761 , 8808 , 141 : 130 , 4053 , 5685 , 4953 , 8689
23648 , 6202 , 83 : 84 , 3890 , 5643 , 2532 , 5466
41453 , 562 , 111 : 87 , 1699 , 3317 , 9824 , 8831
20132 , 1389 , 141 : 149 , 9323 , 6889 , 8391 , 3083
11164 , 3181 , 138 : 137 , 555 , 4500 , 7686 , 3637
8907 , 3584 , 150 : 142 , 6030 , 5991 , 6389 , 222
31265 , 3157 , 139 : 145 , 6911 , 392 , 9421 , 4124
14789 , 3429 , 114 : 104 , 5604 , 2052 , 5439 , 2641
35671 , 3837 , 84 : 97 , 8092 , 4900 , 8776 , 6901
8814 , 4586 , 99 : 126 , 265 , 3373 , 2229 , 8659
16505 , 904 , 111 : 96 , 8704 , 8865 , 8726 , 5625
32414 , 7191 , 136 : 111 , 2101 , 3655 , 7992 , 7767
3008 , 446 , 145 : 107 , 8612 , 7768 , 6743 , 3794
28120 , 3014 , 149 : 90 , 1733 , 9404 , 1340 , 1363
23906 , 6608 , 140 : 109 , 4899 , 9412 , 1006 , 1179
18719 , 4399 , 117 : 81 , 5944 , 8560 , 971 , 548
26772 , 9729 , 149 : 84 , 8685 , 5629 , 4718 , 7722
41122 , 4221 , 95 : 146 , 9707 , 5758 , 9695 , 2551
39242 , 5512 , 136 : 147 , 6977 , 5960 , 4330 , 5616
18533 , 3314 , 101 : 96 , 6100 , 3649 , 7175 , 8915
25498 , 3875 , 144 : 96 , 2340 , 3418 , 9718 , 2518
39793 , 2641 , 115 : 106 , 5630 , 2019 , 6272 , 289
21034 , 5018 , 106 : 143 , 6127 , 7381 , 2708 , 7316
9712 , 6499 , 119 : 137 , 5909 , 6051 , 7952 , 2687
8247 , 4106 , 85 : 125 , 9424 , 4822 , 4522 , 3847
16993 , 5358 , 132 : 150 , 4464 , 5048 , 8187 , 8913
42004 , 4763 , 119 : 113 , 2302 , 5806 , 7677 , 168
2134 , 9686 , 120 : 134 , 41 , 7140 , 371 , 6424
43136 , 5428 , 94 : 127 , 7459 , 5830 , 4033 , 6027
39878 , 1111 , 95 : 95 , 4946 , 9836 , 2126 , 4577
24800 , 4055 , 108 : 89 , 4891 , 453 , 6962 , 8556
27028 , 208 , 137 : 144 , 4659 , 1807 , 106 , 8822
27776 , 2642 , 144 : 121 , 9098 , 1999 , 9486 , 2257
40488 , 8007 , 149 : 143 , 3629 , 1009 , 6209 , 2903
43154 , 4381 , 138 : 131 , 2426 , 2010 , 7399 , 3250
17248 , 1946 , 133 : 125 , 5190 , 5774 , 6734 , 3067
22271 , 1993 , 133 : 144 , 6885 , 8598 , 7134 , 3435
26666 , 1551 , 102 : 135 , 6798 , 5714 , 2277 , 8077
24883 , 9658 , 103 : 133 , 8398 , 2382 , 3138 , 3140
32273 , 1589 , 83 : 118 , 2009 , 3367 , 349 , 939
25208 , 204 , 95 : 136 , 7844 , 9154 , 3324 , 6970
26185 , 5903 , 105 : 90 , 6793 , 1959 , 3804 , 6094
11973 , 440 , 101 : 105 , 1222 , 2479 , 4998 , 7445
11129 , 3299 , 112 : 147 , 1071 , 4428 , 4254 , 8677
13440 , 9 , 135 : 115 , 5320 , 7657 , 4651 , 6137
16690 , 8598 , 147 : 144 , 1036 , 567 , 6422 , 7251
7186 , 803 , 110 : 139 , 9763 , 8987 , 6101 , 3057
17557 , 2628 , 106 : 142 , 7166 , 7122 , 2151 , 6703
34259 , 5864 , 86 : 117 , 8488 , 3332 , 5597 , 872
3468 , 9067 , 136 : 98 , 3159 , 3152 , 5959 , 3668
42795 , 1966 , 118 : 115 , 5585 , 5856 , 7880 , 8138
48624 , 557 , 124 : 145 , 1625 , 709 , 6531 , 4678
46885 , 2159 , 92 : 136 , 85 , 7969 , 9623 , 5928
